Date,VIX,T-Bill_13W_Yield,10Y_Treasury_Yield,Credit_Spread
09/03/2018,4.164737484,0.874956386,2.372696903,1.497740517
12/03/2018,14.24908904,0.741520828,2.347415427,1.605894599
13/03/2018,14.7949297,1.092457358,2.73968754,1.647230182
14/03/2018,23.65311872,0.755546944,2.325619456,1.570072512
15/03/2018,13.80777116,1.466785679,2.317495167,0.850709488
16/03/2018,18.87401632,0.990145943,2.166237161,1.176091219
19/03/2018,19.00385411,0.862332619,2.932684301,2.070351682
20/03/2018,12.35291323,1.325480859,2.674858053,1.349377194
21/03/2018,23.81747145,1.235476302,2.520978525,1.285502223
22/03/2018,23.30515278,1.082409086,2.148476085,1.066067
23/03/2018,26.14168136,0.975368959,3.14384455,2.168475591
26/03/2018,16.03420906,1.099182088,2.654355245,1.555173157
27/03/2018,20.58666709,0.994630442,2.181928727,1.187298284
28/03/2018,20.60450556,1.003974017,2.122415833,1.118441817
29/03/2018,8.807938754,0.774233543,2.71450553,1.940271987
30/03/2018,17.47847321,0.949596581,2.333968853,1.384372272
02/04/2018,26.36398057,0.780949634,2.224082042,1.443132408
03/04/2018,26.68807476,1.069689371,2.678118457,1.608429086
04/04/2018,14.76301405,0.873670872,2.192252969,1.318582097
05/04/2018,17.17914049,1.5356044,3.088252029,1.55264763
06/04/2018,24.39616653,1.039183877,2.466831979,1.427648102
09/04/2018,19.83285689,1.197959347,2.463229519,1.265270172
10/04/2018,15.05424323,0.939941628,2.495287081,1.555345453
11/04/2018,14.01707828,1.152518014,2.511712181,1.359194167
12/04/2018,20.52805812,0.608727547,2.392189684,1.783462137
13/04/2018,21.70986025,1.224976736,2.757793223,1.532816486
16/04/2018,22.1097479,1.174334562,2.673286382,1.49895182
17/04/2018,21.40326379,0.667801605,2.30528515,1.637483545
18/04/2018,15.5062587,0.997581631,2.512046346,1.514464715
19/04/2018,27.45198216,0.505169562,2.368410689,1.863241127
20/04/2018,24.56059044,1.230557663,2.698322174,1.467764511
23/04/2018,13.48998053,1.13556987,2.595221021,1.459651151
24/04/2018,24.21809933,0.684729169,2.769511123,2.084781954
25/04/2018,11.973951,1.083661499,2.870797319,1.78713582
26/04/2018,19.55803779,1.186221119,2.708256698,1.522035579
27/04/2018,15.03384427,0.970412082,2.661853674,1.691441592
30/04/2018,16.25347753,0.82996619,2.48699637,1.65703018
01/05/2018,17.28129517,1.175778051,2.284629999,1.108851948
02/05/2018,17.69316825,1.114247119,2.353068822,1.238821703
03/05/2018,17.31999366,0.883870812,2.821312768,1.937441956
04/05/2018,19.51542945,1.161144426,1.711764609,0.550620182
07/05/2018,27.81665799,1.154938706,2.404393785,1.249455079
08/05/2018,14.53334734,1.353248057,2.891416473,1.538168416
09/05/2018,23.69399354,1.459121755,2.90266009,1.443538335
10/05/2018,20.39779608,1.077739594,2.730098036,1.652358442
11/05/2018,19.2288176,1.112479698,2.488867156,1.376387458
14/05/2018,24.32678644,1.305359004,2.451143779,1.145784774
15/05/2018,17.27777377,0.949027733,2.719407114,1.770379381
16/05/2018,26.35578639,1.25953282,2.764203609,1.504670789
17/05/2018,18.27422171,0.928467346,2.234140944,1.305673599
18/05/2018,17.42776023,1.064289356,2.894609171,1.830319815
21/05/2018,18.05751201,0.979817908,2.382964417,1.403146509
22/05/2018,24.32110292,1.134677813,2.488513746,1.353835932
23/05/2018,14.44936978,0.673925543,1.995204806,1.321279263
24/05/2018,19.77181188,0.955296546,2.720756831,1.765460285
25/05/2018,18.18994118,0.909998218,2.181324705,1.271326487
28/05/2018,26.49666302,1.06673803,1.869771259,0.803033229
29/05/2018,22.12501164,1.188357841,2.318613089,1.130255248
30/05/2018,17.36924,1.170066165,2.606306735,1.43624057
31/05/2018,13.08644353,1.240040024,2.902057174,1.66201715
01/06/2018,33.27582123,1.041725217,2.142118125,1.100392908
04/06/2018,25.9089674,0.792707621,2.341553225,1.548845605
05/06/2018,18.02091971,0.937820532,2.670128046,1.732307514
06/06/2018,18.58081645,1.281719819,2.809365953,1.527646134
07/06/2018,16.80416507,0.648422355,2.510601699,1.862179344
08/06/2018,22.61852852,0.759205808,2.433726446,1.674520638
11/06/2018,21.39651912,0.78158295,3.276853574,2.495270624
12/06/2018,17.99675118,1.016457096,2.901609309,1.885152214
13/06/2018,19.01060145,0.882618214,2.40850216,1.525883946
14/06/2018,20.79033103,1.152403792,2.3529756,1.200571807
15/06/2018,9.702901357,0.689694632,2.111990982,1.42229635
18/06/2018,27.9519826,1.151732692,2.026189547,0.874456855
19/06/2018,15.97454713,1.073994998,2.80358901,1.729594012
20/06/2018,21.40968384,0.883630158,2.219188226,1.335558068
21/06/2018,25.70279826,1.000452154,2.64948749,1.649035336
22/06/2018,18.00947965,0.999353429,2.499858307,1.500504878
25/06/2018,25.8484022,1.136040311,2.506626625,1.370586313
26/06/2018,17.55971543,0.893975845,3.192680481,2.298704636
27/06/2018,23.1667657,1.185356582,2.846301367,1.660944785
28/06/2018,23.29736342,1.100496777,2.360573425,1.260076648
29/06/2018,22.49890254,1.011760913,2.65619058,1.644429667
02/07/2018,29.53790479,0.9253254,1.964156,1.0388306
03/07/2018,17.27190969,1.123089849,2.574449481,1.451359632
04/07/2018,7.457524444,1.315808786,2.587126975,1.27131819
05/07/2018,20.22909895,0.924648481,2.382863929,1.458215448
06/07/2018,17.61828088,1.158864073,2.883122972,1.724258899
09/07/2018,17.18240763,1.093858044,2.530643959,1.436785915
10/07/2018,19.22335845,0.945692029,3.255977891,2.310285862
11/07/2018,19.61485026,0.977748688,2.706849283,1.729100594
12/07/2018,22.13411068,1.193513992,2.761491334,1.567977342
13/07/2018,13.98019592,1.108794034,2.789581791,1.680787757
16/07/2018,26.47115611,1.116690931,2.455939295,1.339248365
17/07/2018,16.6171483,0.823228189,2.228804498,1.405576308
18/07/2018,20.65827908,1.029373433,2.61951923,1.590145797
19/07/2018,26.13109152,0.745981092,2.096899379,1.350918287
20/07/2018,20.22350728,0.787690363,2.647554332,1.859863969
23/07/2018,10.52181626,1.212168117,2.731939576,1.519771459
24/07/2018,17.61403651,0.963133706,2.678455076,1.71532137
25/07/2018,23.00694789,1.250174098,2.734152692,1.483978594
26/07/2018,13.25632317,1.166132695,2.272772809,1.106640114
27/07/2018,18.40791101,0.731094791,2.544220025,1.813125234
30/07/2018,35.06954863,1.05372161,2.597806983,1.544085374
31/07/2018,11.25829638,0.911296816,2.669854453,1.758557636
01/08/2018,16.15400433,1.109245368,2.829984406,1.720739038
02/08/2018,22.99148112,1.021344459,2.274498768,1.253154309
03/08/2018,23.16578696,0.848258933,2.137893704,1.289634771
06/08/2018,18.28364741,1.224477812,2.816237226,1.591759413
07/08/2018,17.87837139,0.906296482,2.366645467,1.460348986
08/08/2018,23.35008386,1.129703949,2.197126244,1.067422296
09/08/2018,21.78590481,1.194363969,3.222588383,2.028224414
10/08/2018,19.01332319,0.945646396,2.453742352,1.508095956
13/08/2018,14.39128253,1.283007828,2.406662433,1.123654605
14/08/2018,16.61266731,0.741340025,2.376957471,1.635617445
15/08/2018,18.79833866,0.833371992,2.409228864,1.575856872
16/08/2018,28.80869475,1.120782149,2.494273269,1.37349112
17/08/2018,24.58092124,1.252672115,2.573483193,1.320811078
20/08/2018,23.23178191,0.843853021,2.285067903,1.441214882
21/08/2018,22.10403533,0.738561618,2.540747872,1.802186254
22/08/2018,25.23003749,0.761996709,2.222089333,1.460092624
23/08/2018,11.33902923,1.088521123,2.148904672,1.06038355
24/08/2018,21.21463345,1.233388727,2.469314638,1.235925911
27/08/2018,20.12065069,1.180369012,2.448177183,1.267808171
28/08/2018,13.57504211,0.878578949,2.663407073,1.784828124
29/08/2018,19.09839825,0.926514104,2.388923348,1.462409243
30/08/2018,18.32462579,0.901085825,2.228754263,1.327668437
31/08/2018,20.82348994,0.881396162,2.387035672,1.50563951
03/09/2018,18.37599247,1.093744573,2.458131483,1.36438691
04/09/2018,21.79629451,1.233627095,2.980700598,1.747073502
05/09/2018,30.16669314,0.69542805,2.462587837,1.767159787
06/09/2018,26.76302317,0.775692823,2.152978122,1.377285299
07/09/2018,22.80783973,1.25152513,2.657351923,1.405826794
10/09/2018,24.16911696,1.02108762,2.462184609,1.441096989
11/09/2018,26.35931078,0.92458782,2.510272255,1.585684435
12/09/2018,19.80841452,0.792618664,2.587594429,1.794975765
13/09/2018,18.73262765,1.079149858,2.441960466,1.362810609
14/09/2018,19.8526902,0.841739001,2.323165379,1.481426378
17/09/2018,27.11671701,1.033540091,2.491717768,1.458177678
18/09/2018,15.96271614,0.635649943,2.420513053,1.78486311
19/09/2018,14.21917519,1.09211094,2.581190463,1.489079523
20/09/2018,24.00908045,1.312974281,2.09391585,0.780941569
21/09/2018,21.33435187,1.350603803,2.878462756,1.527858953
24/09/2018,16.08168791,1.239397084,2.572731779,1.333334696
25/09/2018,27.90700202,0.863327309,2.26844623,1.405118921
26/09/2018,13.23970201,0.751607758,2.585408659,1.833800901
27/09/2018,13.93819423,0.603440819,2.998054089,2.39461327
28/09/2018,17.19334894,1.118490258,2.557425003,1.438934745
01/10/2018,11.18913199,1.087798247,2.656311348,1.568513101
02/10/2018,18.67578769,1.142294034,2.196080823,1.053786788
03/10/2018,25.47275863,1.042445856,2.106425298,1.063979443
04/10/2018,23.96677123,0.789282093,2.786050935,1.996768842
05/10/2018,22.31667661,1.351454516,2.528409433,1.176954917
08/10/2018,26.22633158,0.799896229,2.370419422,1.570523194
09/10/2018,12.46319781,1.11303588,2.200089619,1.087053739
10/10/2018,20.35933091,1.025350779,2.780912324,1.755561545
11/10/2018,13.38796323,1.114789746,2.718967868,1.604178122
12/10/2018,25.40350074,1.193206312,2.311907018,1.118700706
15/10/2018,22.14104479,1.009638709,2.716133845,1.706495137
16/10/2018,16.86122664,1.120959166,2.283585223,1.162626057
17/10/2018,16.29932029,0.926828124,2.674289119,1.747460995
18/10/2018,16.13519907,0.977877935,2.747896006,1.770018071
19/10/2018,20.5942293,0.555650699,2.037044211,1.481393512
22/10/2018,21.00401605,1.075301252,2.67399764,1.598696388
23/10/2018,16.89151167,0.826103708,2.613347784,1.787244076
24/10/2018,28.8893262,1.016492965,2.313906299,1.297413334
25/10/2018,18.00143655,1.055298196,2.455130736,1.399832541
26/10/2018,21.84982993,0.858315513,2.494422852,1.636107339
29/10/2018,34.67933852,0.735703512,2.203960697,1.468257185
30/10/2018,20.31047538,1.16168683,2.698716767,1.537029937
31/10/2018,16.81175104,1.21732142,2.368972913,1.151651494
01/11/2018,22.35630424,1.256567537,2.130046542,0.873479005
02/11/2018,14.39469989,1.307550892,2.075449728,0.767898836
05/11/2018,18.43882172,1.32333371,2.634218194,1.310884484
06/11/2018,17.80095492,0.978906084,2.543119273,1.56421319
07/11/2018,15.09096688,0.933169143,2.545777774,1.612608632
08/11/2018,16.41090653,0.891541087,2.660706816,1.769165729
09/11/2018,12.50587805,1.063033229,2.068989193,1.005955964
12/11/2018,20.06418219,0.681418559,2.147984681,1.466566122
13/11/2018,22.12693849,1.19080446,2.150460133,0.959655673
14/11/2018,16.94857202,1.228785013,2.280690483,1.05190547
15/11/2018,12.34632278,1.111022758,2.388164994,1.277142235
16/11/2018,13.16162575,1.260389822,2.742711812,1.48232199
19/11/2018,18.09962382,0.946867921,2.318492994,1.371625073
20/11/2018,18.02902475,0.815879657,3.060182389,2.244302732
21/11/2018,21.91626106,0.781783659,2.540121833,1.758338174
22/11/2018,12.54359817,0.802922207,2.551541089,1.748618883
23/11/2018,14.01772413,1.003468288,2.901813869,1.898345581
26/11/2018,15.51051234,0.846706374,2.17134421,1.324637836
27/11/2018,18.25345532,1.284352961,2.082415904,0.798062943
28/11/2018,17.37063945,0.694188966,2.468188534,1.773999568
29/11/2018,17.93627748,1.279035027,2.369104474,1.090069447
30/11/2018,10.45765181,0.971439543,2.538070349,1.566630806
03/12/2018,11.4966245,0.863212809,2.102075031,1.238862222
04/12/2018,17.96623668,0.767899014,2.613736382,1.845837367
05/12/2018,21.7961691,0.937503895,2.586896679,1.649392784
06/12/2018,23.58718173,1.161307847,2.269121017,1.10781317
07/12/2018,23.46074515,0.684291351,2.15290865,1.468617298
10/12/2018,26.19939197,0.842661203,1.825516075,0.982854871
11/12/2018,23.54942426,1.000583792,2.403354665,1.402770874
12/12/2018,12.12979349,1.405176197,2.009200519,0.604024322
13/12/2018,22.04898535,0.941724404,2.34481909,1.403094686
14/12/2018,17.87721109,0.858811978,2.501824667,1.643012689
17/12/2018,17.93249145,1.017991645,2.626615087,1.608623442
18/12/2018,16.76444556,1.031355154,3.069997668,2.038642514
19/12/2018,23.60301723,0.742099735,2.95015092,2.208051185
20/12/2018,27.81709434,1.180791552,2.295364022,1.11457247
21/12/2018,20.71477578,1.012318092,1.801994864,0.789676773
24/12/2018,20.97856702,0.541313979,2.292728435,1.751414455
25/12/2018,24.59262339,1.087253288,1.867087759,0.779834471
26/12/2018,15.62462571,0.857284374,2.166667792,1.309383418
27/12/2018,24.93197244,0.908604164,2.803043776,1.894439612
28/12/2018,22.29511547,1.40309179,3.195458952,1.792367162
31/12/2018,21.34280261,0.995449117,2.161811995,1.166362878
01/01/2019,17.92021784,0.780436117,2.496285439,1.715849322
02/01/2019,26.31777344,0.990293648,2.991557024,2.001263376
03/01/2019,25.38464534,0.960896049,2.347757527,1.386861478
04/01/2019,16.89258887,1.333261249,2.922518923,1.589257674
07/01/2019,10.9041247,0.964858309,2.523761465,1.558903155
08/01/2019,20.61412923,1.07522852,2.619818362,1.544589843
09/01/2019,18.70878113,0.831905656,2.290608575,1.458702918
10/01/2019,23.98511238,0.779809686,2.824018915,2.044209229
11/01/2019,19.77782839,0.872791273,1.941839738,1.069048465
14/01/2019,23.83646914,0.963649082,2.501645081,1.537995999
15/01/2019,16.68951087,0.988406694,2.445318262,1.456911568
16/01/2019,18.40056786,1.004982755,2.214650085,1.20966733
17/01/2019,26.30342577,1.014113251,2.213318057,1.199204806
18/01/2019,20.72189486,1.290478864,2.325660103,1.035181239
21/01/2019,13.45209421,1.011324176,2.250593604,1.239269428
22/01/2019,29.20140271,0.818719435,2.590365973,1.771646538
23/01/2019,19.1573373,0.847031028,2.734321783,1.887290754
24/01/2019,16.94285713,1.113578418,2.602514429,1.488936011
25/01/2019,18.67034496,1.218912339,2.433623016,1.214710677
28/01/2019,25.72219173,1.177440303,2.820184016,1.642743713
29/01/2019,13.43593925,1.417442075,2.607722005,1.190279929
30/01/2019,16.056243,1.10655866,2.556444859,1.449886199
31/01/2019,13.98614642,1.174336924,1.989528009,0.815191085
01/02/2019,18.21828895,0.999196123,2.514995105,1.515798982
04/02/2019,18.52680985,0.922695784,3.004912897,2.082217112
05/02/2019,22.3766173,1.391224514,1.801692145,0.410467631
06/02/2019,22.52379016,0.894089446,2.472719129,1.578629683
07/02/2019,22.68177748,0.787689226,2.557377196,1.76968797
08/02/2019,29.80705715,1.259797073,2.084692299,0.824895225
11/02/2019,27.94844162,0.811707154,2.620848815,1.809141662
12/02/2019,28.17067986,1.028283952,2.347288726,1.319004775
13/02/2019,11.49466375,0.765121846,2.304888022,1.539766176
14/02/2019,17.88231334,0.855957024,3.035802134,2.17984511
15/02/2019,14.58327096,1.345524936,2.546521667,1.200996731
18/02/2019,19.04030009,0.892328027,2.518987084,1.626659057
19/02/2019,10.08570384,0.732515218,2.603664888,1.87114967
20/02/2019,23.31804942,1.126086739,2.409264362,1.283177623
21/02/2019,20.83313408,0.80027898,2.074630218,1.274351238
22/02/2019,23.28998269,1.05573589,2.538946898,1.483211009
25/02/2019,15.35447048,0.973139565,2.730214962,1.757075397
26/02/2019,19.7518377,0.902075213,2.109591442,1.207516228
27/02/2019,22.98666755,0.733813002,2.575734218,1.841921216
28/02/2019,25.99419196,1.044961207,2.496901293,1.451940086
01/03/2019,24.84385432,1.244065586,2.342840487,1.098774901
04/03/2019,14.8851221,0.902656254,2.281956959,1.379300706
05/03/2019,21.10895042,0.886557768,1.889629238,1.00307147
06/03/2019,35.03944862,1.142682923,2.818955613,1.676272689
07/03/2019,23.80883402,0.921598881,2.599511978,1.677913097
08/03/2019,7.302525206,0.905909587,2.699556909,1.793647322
11/03/2019,20.87132262,1.106652322,2.352085898,1.245433576
12/03/2019,15.17282099,0.909583794,3.142128728,2.232544934
13/03/2019,15.48060511,0.912103974,2.652886148,1.740782174
14/03/2019,18.7066402,1.182332508,2.90345829,1.721125782
15/03/2019,15.35231417,0.779140953,2.543207032,1.764066079
18/03/2019,17.21859002,1.312828016,2.041917876,0.72908986
19/03/2019,18.63718367,1.054344807,2.378442907,1.3240981
20/03/2019,26.16214516,1.158341619,2.850136848,1.69179523
21/03/2019,17.70932241,1.127418358,2.211088003,1.083669645
22/03/2019,20.4528056,0.780484348,2.855801179,2.075316831
25/03/2019,27.36819731,0.760403422,2.548168898,1.787765475
26/03/2019,10.7033078,0.9923731,2.517072099,1.524698999
27/03/2019,20.63370904,1.011485937,2.718202859,1.706716922
28/03/2019,23.95224962,0.817601166,2.659423224,1.841822058
29/03/2019,18.10257066,0.963637711,2.966816523,2.003178812
01/04/2019,12.07986495,1.123768384,2.578651331,1.454882947
02/04/2019,20.2687714,1.269057712,3.249971401,1.980913689
03/04/2019,20.40249521,1.080571106,2.526241865,1.445670759
04/04/2019,15.43615159,0.736752937,2.206098784,1.469345847
05/04/2019,24.33877897,0.991711129,2.629317036,1.637605907
08/04/2019,16.20972954,0.914685607,2.435626349,1.520940742
09/04/2019,23.2441131,0.86088938,2.423259602,1.562370222
10/04/2019,17.71479816,1.246241566,2.52581521,1.279573644
11/04/2019,18.7174991,1.226467116,2.167983058,0.941515942
12/04/2019,17.36056803,0.717885586,2.27954687,1.561661285
15/04/2019,16.39162939,1.066397756,1.984436419,0.918038663
16/04/2019,24.01685272,1.068532062,2.991441264,1.922909203
17/04/2019,10.88356388,1.387757263,2.811856408,1.424099145
18/04/2019,16.17502198,1.0267665,2.635044931,1.60827843
19/04/2019,22.56361479,0.893921671,2.278322461,1.384400789
22/04/2019,31.97025265,1.08224833,2.950214553,1.867966223
23/04/2019,21.77036876,0.551142056,2.300294723,1.749152667
24/04/2019,22.03962714,1.161060053,2.566043397,1.404983344
25/04/2019,27.50108332,1.100382902,2.68855983,1.588176929
26/04/2019,18.73711767,1.040209597,2.534027314,1.493817718
29/04/2019,29.27487112,1.021477792,2.354288303,1.332810512
30/04/2019,14.47995148,1.163200047,2.060724012,0.897523965
01/05/2019,20.64439261,0.978277384,1.62182276,0.643545377
02/05/2019,17.68550471,1.454787283,2.234759936,0.779972653
03/05/2019,14.69427358,0.895427651,2.377447792,1.482020141
06/05/2019,18.26292685,1.069999763,2.498922816,1.428923053
07/05/2019,16.16732707,0.778748698,2.162684845,1.383936147
08/05/2019,28.62380538,1.080091859,2.544962395,1.464870536
09/05/2019,4.99123055,0.856133282,2.147838677,1.291705395
10/05/2019,18.88214699,0.792391301,2.095337462,1.302946162
13/05/2019,16.53644054,0.849063857,2.95241915,2.103355293
14/05/2019,15.08283039,0.89793869,2.868192484,1.970253794
15/05/2019,20.93988098,1.238025706,3.079623939,1.841598233
16/05/2019,17.83549277,0.850583356,2.499935375,1.649352019
17/05/2019,27.40841327,1.045327094,3.201319328,2.155992234
20/05/2019,16.94824224,1.240428992,2.693456979,1.453027987
21/05/2019,18.54115431,1.045629662,2.766552826,1.720923164
22/05/2019,16.47783689,0.668533568,2.134534513,1.466000945
23/05/2019,18.89352568,1.091724144,2.070592796,0.978868652
24/05/2019,20.57117539,0.93134925,2.129421551,1.198072301
27/05/2019,17.59839477,0.951726988,3.106719097,2.154992109
28/05/2019,17.89804319,0.872643319,2.098011973,1.225368654
29/05/2019,16.85616561,1.082646027,3.01973862,1.937092593
30/05/2019,18.13295007,1.027349065,2.732074881,1.704725816
31/05/2019,21.60529327,1.217852114,2.761727721,1.543875607
03/06/2019,19.48463093,1.005280106,2.778356494,1.773076387
04/06/2019,22.95445978,0.864023266,2.607678839,1.743655573
05/06/2019,19.68488908,0.904034078,2.81374573,1.909711652
06/06/2019,19.00126951,1.179166597,2.810011556,1.630844959
07/06/2019,18.46377128,0.906169676,2.525167367,1.618997692
10/06/2019,27.11594614,1.290025764,2.17095491,0.880929146
11/06/2019,23.64724422,1.182266391,2.409404582,1.227138191
12/06/2019,20.14274845,1.23859113,2.735912205,1.497321075
13/06/2019,21.91752902,0.950852134,2.672477603,1.721625469
14/06/2019,27.10673896,1.045596874,2.47605557,1.430458696
17/06/2019,20.657911,1.045743425,2.182529794,1.136786369
18/06/2019,12.93998302,1.342896068,2.429947537,1.087051469
19/06/2019,17.37167076,1.190856928,2.214166072,1.023309144
20/06/2019,21.69145955,1.28903697,2.768012331,1.47897536
21/06/2019,11.2411703,0.955742747,2.352999315,1.397256567
24/06/2019,19.95458204,1.27047701,2.896143428,1.625666418
25/06/2019,20.21854915,0.9958171,2.066509819,1.070692719
26/06/2019,24.3833772,0.619654137,2.287415675,1.667761538
27/06/2019,26.61392445,0.766946857,2.821997995,2.055051138
28/06/2019,23.8642745,0.906916814,2.562762173,1.655845359
01/07/2019,17.89265386,1.249549312,2.42211072,1.172561408
02/07/2019,20.49699889,1.232941737,2.265963275,1.033021538
03/07/2019,25.34422874,0.994387044,2.37027335,1.375886306
04/07/2019,19.93802534,0.84645171,2.546054187,1.699602477
05/07/2019,19.02323938,1.131861566,2.913428985,1.781567419
08/07/2019,18.49496106,0.87512778,2.562402364,1.687274584
09/07/2019,8.714557098,0.814711867,2.189423298,1.374711431
10/07/2019,22.61884977,1.113464603,2.222328057,1.108863454
11/07/2019,25.11554465,0.779694502,1.90896466,1.129270157
12/07/2019,23.6408216,1.284328294,2.362664233,1.078335939
15/07/2019,20.53802513,1.376174477,2.409910132,1.033735654
16/07/2019,19.39199398,1.101995766,2.519762683,1.417766916
17/07/2019,31.07707601,1.308796725,2.447205076,1.138408351
18/07/2019,21.49582687,1.042047483,2.210170271,1.168122788
19/07/2019,22.48371528,0.845209021,2.735379737,1.890170716
22/07/2019,19.98962018,1.077225854,2.255893416,1.178667562
23/07/2019,17.14580461,1.147386843,1.989684855,0.842298011
24/07/2019,22.49253378,0.649739487,2.229829016,1.58008953
25/07/2019,20.75797161,1.319739675,2.581207,1.261467325
26/07/2019,19.93888939,0.748540404,2.495692888,1.747152484
29/07/2019,23.66044748,1.039682694,2.87644333,1.836760636
30/07/2019,16.60602421,1.080547519,2.630948675,1.550401155
31/07/2019,23.87154626,0.870041651,2.244576769,1.374535118
01/08/2019,16.53276836,0.851536576,2.735990146,1.884453571
02/08/2019,15.64962352,1.095380878,2.586804306,1.491423428
05/08/2019,24.3026992,0.7901032,2.855776826,2.065673626
06/08/2019,24.42763876,1.227009346,2.39560986,1.168600514
07/08/2019,22.15047752,0.314294184,2.327952541,2.013658356
08/08/2019,19.70834759,0.818122406,2.603056001,1.784933595
09/08/2019,19.24366075,1.270599573,2.004642978,0.734043405
12/08/2019,22.5010154,0.922971341,2.916714573,1.993743232
13/08/2019,20.42954922,0.667126421,2.82099738,2.153870959
14/08/2019,14.36630029,0.881998994,3.008127316,2.126128322
15/08/2019,18.95367625,1.39986577,2.966038007,1.566172237
16/08/2019,20.28606138,0.755871357,2.620460796,1.864589439
19/08/2019,18.88573273,1.252534163,2.527195757,1.274661595
20/08/2019,19.62003469,0.874606194,3.160746685,2.286140491
21/08/2019,17.54124022,0.990437165,2.960058663,1.969621498
22/08/2019,14.84365737,1.154228886,2.406020417,1.251791531
23/08/2019,27.49382088,0.973888987,2.628313048,1.654424061
26/08/2019,29.39930523,1.219662599,2.332843528,1.113180929
27/08/2019,22.85395301,1.141680708,2.389821606,1.248140898
28/08/2019,15.32347443,0.98076515,2.326695278,1.345930129
29/08/2019,34.00841305,0.928032413,2.415999736,1.487967323
30/08/2019,27.75075517,1.168728297,2.562514005,1.393785708
02/09/2019,15.01614667,0.95414125,2.705921389,1.751780139
03/09/2019,20.21151839,0.949017221,2.249055252,1.300038031
04/09/2019,16.55906667,0.73238661,2.452559635,1.720173026
05/09/2019,21.0410259,0.946792148,2.456819527,1.510027379
06/09/2019,17.83085798,0.855151901,2.179277557,1.324125656
09/09/2019,22.17601519,0.931717864,2.957322438,2.025604573
10/09/2019,24.99357277,0.797721248,2.99474593,2.197024682
11/09/2019,24.54227569,0.752045231,2.299491469,1.547446238
12/09/2019,15.53362079,1.26518306,2.46579741,1.20061435
13/09/2019,21.4494416,1.072091895,2.578027614,1.505935718
16/09/2019,11.09496541,0.839781735,2.384544312,1.544762576
17/09/2019,15.12309993,0.907333821,2.576138906,1.668805086
18/09/2019,23.96131429,1.091758477,2.796875221,1.705116745
19/09/2019,16.1483918,0.980179557,2.561118412,1.580938855
